CustomerID,Age,Gender,Income,Channel,CampaignType,Cost,ClickThroughRate,ConversionRate,Impressions,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,Conversions,Revenue,Cost per Impression,Revenue Per Impression,Conversions Rate
15759,62,Male,82054,SEO,Retention,4845.31821,0.286095151,0.138669213,32,3.790779417,9.40198594,6,15,4,2,4345,1,100,151.4161941,3.125,0.004333413
15756,32,Female,78414,SEO,Conversion,1388.668591,0.015745102,0.102400813,35,4.501051504,6.849170643,66,2,4,6,2327,1,100,39.67624546,2.857142857,0.002925738
15752,24,Male,141401,SEO,Consideration,1440.917336,0.255521861,0.097706473,24,8.114731608,8.870109116,11,5,6,3,4563,1,100,60.03822233,4.166666667,0.004071103
15743,43,Female,38638,SEO,Awareness,3908.471323,0.1152355,0.104702514,31,3.50925083,10.34464503,97,4,1,0,2688,1,100,126.0797201,3.225806452,0.0033775
15741,61,Male,68747,SEO,Conversion,8682.653074,0.172020949,0.134756579,32,8.226170948,0.67687947,43,11,8,5,658,0,0,271.3329086,0,0.004211143
15738,44,Male,26294,SEO,Conversion,2710.078701,0.186303433,0.043785677,19,4.298959298,13.54872943,38,6,4,7,3504,1,100,142.6357211,5.263157895,0.002304509
15734,54,Male,115798,SEO,Conversion,4834.903221,0.133505125,0.178030123,37,4.619404622,13.75535524,93,6,0,9,3991,0,0,130.67306,0,0.004811625
15731,38,Male,64378,SEO,Consideration,5950.354187,0.192569606,0.096653515,22,6.059002491,10.17440569,22,0,4,6,671,1,100,270.4706449,4.545454545,0.004393342
15727,52,Male,141559,SEO,Awareness,9618.216161,0.280938213,0.132833762,0,8.038642101,14.10422074,0,12,6,1,3954,0,0,,,
15716,55,Female,122814,SEO,Consideration,891.5316433,0.180020359,0.145515454,36,2.717695652,14.04369052,46,19,7,0,2556,0,0,24.76476787,0,0.004042096
15700,47,Male,91616,SEO,Retention,5856.341514,0.065674027,0.01542754,47,2.012437745,1.483098806,99,1,1,5,3734,1,100,124.6030109,2.127659574,0.000328246
15693,66,Female,118215,SEO,Retention,4713.151097,0.171939072,0.185879391,0,6.165066876,8.738597106,52,19,8,7,4193,0,0,,,
15685,23,Female,22587,SEO,Conversion,1463.092704,0.273251749,0.017072212,37,9.680066998,13.08016986,36,18,0,3,4629,1,100,39.54304605,2.702702703,0.000461411
15680,64,Female,130196,SEO,Awareness,6957.879913,0.185996962,0.017358308,27,8.306076141,2.287102465,48,2,2,5,2774,1,100,257.699256,3.703703704,0.0006429
8076,61,Male,39928,SEO,Conversion,3415.822374,0.288550355,0.168691153,17,9.305327353,11.65400416,30,5,2,5,2751,1,100,200.9307279,5.882352941,0.009923009
15673,67,Male,115515,SEO,Consideration,5657.414781,0.063853187,0.187585032,17,4.742324922,2.344349739,25,5,5,1,4874,1,100,332.7891048,5.882352941,0.011034414
15665,57,Male,55690,SEO,Conversion,3634.484576,0.191225071,0.158595569,42,4.821084682,4.500535978,72,6,2,6,868,0,0,86.53534705,0,0.003776085
8079,53,Male,36775,SEO,Consideration,6483.131081,0.276559851,0.084824338,7,3.323392047,7.686031018,10,15,9,7,65,1,100,926.161583,14.28571429,0.012117763
15657,47,Female,55470,SEO,Conversion,2269.598587,0.284909275,0.090982674,33,7.289516904,12.28369202,53,6,6,4,822,0,0,68.77571476,0,0.002757051
15649,60,Female,42507,SEO,Awareness,4229.392381,0.218728436,0.139190049,49,6.458101177,12.72251611,5,2,2,6,3295,0,0,86.31413022,0,0.002840613
15647,66,Female,104577,SEO,Retention,8393.195267,0.10849759,0.070205286,8,5.466104529,8.420657063,37,13,9,5,1290,0,0,1049.149408,0,0.008775661
15645,35,Female,54519,SEO,Awareness,7132.407961,0.18726211,0.112163846,11,7.525742369,7.535887436,56,1,3,0,1963,1,100,648.4007237,9.090909091,0.010196713
15644,30,Female,145179,SEO,Awareness,987.719207,0.26823684,0.108194728,16,2.406220146,14.37023898,9,9,9,3,2242,1,100,61.73245044,6.25,0.006762171
8085,31,Female,52259,SEO,Awareness,6053.53505,0.221896778,0.062279385,25,6.494317814,13.5420318,87,5,1,1,1884,1,100,242.141402,4,0.002491175
15641,59,Male,42159,SEO,Conversion,6132.987047,0.020830421,0.012099702,20,4.064300977,3.588660301,33,18,7,0,1773,0,0,306.6493524,0,0.000604985
15638,51,Female,36333,SEO,Conversion,5343.702472,0.12909569,0.127169805,1,3.776416499,5.145847251,40,15,2,2,1787,1,100,5343.702472,100,0.127169805
15624,41,Female,51301,SEO,Retention,1878.607226,0.062470491,0.09195574,16,8.329835411,13.60970773,32,2,2,0,20,0,0,117.4129516,0,0.005747234
8089,33,Male,117556,SEO,Awareness,191.2739827,0.17630661,0.040260742,43,9.568801255,6.447244092,57,0,4,4,3242,1,100,4.448232156,2.325581395,0.000936296
15620,24,Male,107738,SEO,Consideration,9835.190886,0.225988136,0.195862266,39,1.369786403,13.19471031,74,7,3,2,4690,0,0,252.1843817,0,0.005022109
15613,39,Female,29967,SEO,Retention,4223.457693,0.020272783,0.167665036,16,4.683612029,0.555052686,89,10,7,1,2560,0,0,263.9661058,0,0.010479065
15608,26,Female,83021,SEO,Conversion,7489.764247,0.063173035,0.121724866,24,3.921392484,13.43677436,40,2,9,8,6,1,100,312.0735103,4.166666667,0.005071869
15607,19,Male,48259,SEO,Awareness,7210.599218,0.173835954,0.10331148,8,6.744707701,8.795771167,45,13,6,1,4458,1,100,901.3249023,12.5,0.012913935
15606,59,Male,21891,SEO,Consideration,9533.929221,0.105935223,0.098227182,49,5.113504662,1.345536597,94,9,2,6,2088,0,0,194.5699841,0,0.002004636
15597,22,Male,62011,SEO,Awareness,1257.630584,0.098008516,0.089455249,45,9.474687583,4.27579717,99,9,9,0,4540,1,100,27.94734631,2.222222222,0.001987894
15596,22,Female,84566,SEO,Conversion,4956.378755,0.205654927,0.123252331,7,9.803691707,4.69644166,70,13,9,0,1272,0,0,708.0541079,0,0.017607476
8097,58,Male,23134,SEO,Retention,5091.776674,0.19080047,0.030221467,24,9.93833779,1.303695133,13,8,7,4,205,1,100,212.1573614,4.166666667,0.001259228
15592,23,Female,97286,SEO,Awareness,3146.209724,0.093931991,0.091148499,47,6.284527244,9.193481556,88,18,1,9,2408,0,0,66.94063243,0,0.00193933
15590,51,Female,41021,SEO,Consideration,6222.105998,0.220335353,0.035343103,41,2.53866332,14.66866427,51,4,3,4,1257,1,100,151.7586829,2.43902439,0.000862027
15584,34,Female,115279,SEO,Retention,6933.2706,0.289953323,0.052785558,27,3.743805632,11.6371914,87,13,2,6,396,1,100,256.7878,3.703703704,0.001955021
15576,38,Female,130453,SEO,Awareness,3072.713888,0.157280362,0.142799245,49,8.143302845,5.546163448,77,2,2,0,2124,0,0,62.70844669,0,0.00291427
15573,47,Female,136254,SEO,Consideration,3989.308486,0.036471998,0.119214501,47,1.270310456,3.067782575,0,4,1,5,3240,1,100,84.87890396,2.127659574,0.002536479
15564,55,Female,29872,SEO,Conversion,1339.736736,0.067722551,0.102777339,4,2.62697729,8.028325428,24,1,9,7,1291,1,100,334.934184,25,0.025694335
15563,42,Female,34358,SEO,Consideration,6855.013328,0.192760502,0.191519853,12,4.056001119,10.35652275,33,17,4,9,2773,1,100,571.2511107,8.333333333,0.015959988
15547,49,Male,101289,SEO,Awareness,8124.278118,0.050438904,0.062076995,34,6.910228333,3.360096045,10,15,9,5,4184,0,0,238.9493564,0,0.001825794
15545,57,Female,111586,SEO,Retention,9952.527856,0.116833278,0.098163502,7,4.51265406,11.94126558,10,17,5,3,4936,0,0,1421.789694,0,0.014023357
15544,41,Male,24714,SEO,Consideration,9201.477333,0.186354321,0.019614491,33,9.643521252,3.076547908,26,9,4,4,1931,1,100,278.8326465,3.03030303,0.000594379
15543,51,Male,134883,SEO,Awareness,6633.191498,0.149257707,0.144020262,33,6.132869895,0.779499778,32,19,1,0,3505,1,100,201.005803,3.03030303,0.00436425
15540,64,Female,133682,SEO,Retention,3888.122737,0.118076435,0.176444305,38,3.536043474,13.85290403,13,4,3,2,2858,0,0,102.3190194,0,0.004643271
15537,25,Female,109856,SEO,Consideration,5038.600665,0.14107002,0.182984079,16,4.689992002,1.690303142,76,5,0,5,4106,1,100,314.9125416,6.25,0.011436505
15533,44,Female,146875,SEO,Retention,9111.449015,0.218683619,0.146220231,42,4.293508619,1.88628919,61,8,3,7,2218,0,0,216.9392623,0,0.003481434
15529,67,Female,59718,SEO,Consideration,1630.671116,0.030571492,0.120346631,30,4.123273968,1.01067185,40,9,5,0,3546,1,100,54.35570387,3.333333333,0.004011554
15520,48,Male,112270,SEO,Retention,2277.703041,0.011404377,0.05857248,29,1.956699945,5.557018267,49,17,7,5,397,0,0,78.54148417,0,0.002019741
15517,69,Female,49292,SEO,Consideration,664.1262898,0.047041862,0.15322499,33,7.369300764,1.648033912,23,15,3,9,983,0,0,20.12503908,0,0.004643182
15506,58,Female,117322,SEO,Conversion,1046.502213,0.21676237,0.043734076,17,4.089917623,1.39295764,80,3,7,8,3853,1,100,61.55895371,5.882352941,0.002572593
8116,50,Female,99737,SEO,Awareness,7159.238521,0.084998782,0.086989494,41,4.138231008,2.392052046,95,1,8,5,1981,1,100,174.6155737,2.43902439,0.002121695
15497,61,Male,84136,SEO,Consideration,6702.347926,0.161784641,0.143855234,4,7.82993186,10.75099932,31,10,4,2,648,1,100,1675.586982,25,0.035963809
8118,59,Female,44406,SEO,Conversion,2013.365346,0.279516746,0.039574572,31,1.725279814,13.97617489,39,10,0,9,2597,1,100,64.94726923,3.225806452,0.001276599
15496,24,Female,86572,SEO,Consideration,3676.155968,0.235500289,0.13370829,45,8.815122698,8.41765393,45,14,8,3,896,0,0,81.69235484,0,0.002971295
8120,58,Female,116822,SEO,Conversion,8125.423096,0.043149191,0.05884555,47,8.006947029,13.9678617,45,9,0,2,3803,1,100,172.8813425,2.127659574,0.001252033
15494,33,Female,69641,SEO,Awareness,5609.110992,0.224524151,0.023230871,37,4.623110867,1.178549917,9,7,5,4,4431,1,100,151.5975944,2.702702703,0.000627861
15492,18,Female,27089,SEO,Consideration,5498.511307,0.089262669,0.127432129,29,3.526482024,4.871830302,12,3,5,8,2936,0,0,189.6038382,0,0.004394211
15467,68,Male,21132,SEO,Conversion,9014.288952,0.198427123,0.10257012,7,3.015853802,14.8778833,81,7,5,3,3393,1,100,1287.755565,14.28571429,0.014652874
15464,28,Male,41788,SEO,Awareness,2984.002572,0.22749504,0.113851131,27,8.8010153,10.65953897,63,15,1,7,4179,1,100,110.5186138,3.703703704,0.004216709
15461,51,Male,56232,SEO,Consideration,2313.642251,0.231785836,0.129731436,49,6.191446675,7.006794309,58,17,4,0,898,1,100,47.2171888,2.040816327,0.00264758
15460,68,Female,141493,SEO,Consideration,2737.160472,0.151358859,0.076745532,44,8.79544628,10.14224339,35,7,8,1,146,0,0,62.20819255,0,0.001744217
15458,28,Female,85633,SEO,Awareness,4947.694397,0.188437151,0.126373688,13,6.394162896,6.03939975,43,17,8,8,3730,0,0,380.5918767,0,0.009721053
8128,65,Male,33448,SEO,Awareness,8018.596395,0.070203759,0.056631464,24,5.821790638,2.456733691,69,7,8,3,596,1,100,334.1081831,4.166666667,0.002359644
15456,63,Female,38456,SEO,Awareness,3948.595225,0.129424534,0.09409669,20,9.260124792,0.90352595,86,12,7,5,2541,0,0,197.4297613,0,0.004704835
15447,42,Female,141497,SEO,Retention,3601.764437,0.203077121,0.133380961,24,2.379180259,2.657683539,27,0,5,3,4495,0,0,150.0735182,0,0.00555754
15443,44,Male,54851,SEO,Conversion,3811.130769,0.13509132,0.165675242,6,6.053976996,8.755588821,43,11,1,6,695,0,0,635.1884615,0,0.02761254
15434,45,Female,137734,SEO,Consideration,470.8170473,0.034124798,0.01014142,6,8.241239977,6.432080136,53,6,3,2,874,0,0,78.46950788,0,0.001690237
15432,25,Female,46321,SEO,Awareness,5351.040422,0.164003028,0.075925295,20,8.496951516,10.42496917,56,7,1,2,2199,1,100,267.5520211,5,0.003796265
15430,57,Female,140162,SEO,Conversion,463.8826638,0.283295516,0.032592919,0,5.351560033,5.01281247,6,2,2,4,1795,1,100,,,
15414,32,Female,54409,SEO,Conversion,3888.250467,0.053383736,0.066235582,21,5.430822157,7.49305519,26,16,2,8,657,1,100,185.1547841,4.761904762,0.003154075
15404,37,Male,109624,SEO,Awareness,298.3016275,0.195639128,0.168255513,6,2.391008452,14.52042121,89,13,3,6,4000,0,0,49.71693792,0,0.028042586
8137,52,Male,63007,SEO,Consideration,4176.595177,0.132120332,0.013606298,8,1.793183721,14.33270426,31,7,9,6,3120,1,100,522.0743971,12.5,0.001700787
15384,22,Female,48401,SEO,Conversion,5417.792489,0.124064844,0.148815083,21,1.677753115,13.62897334,76,1,1,8,1187,0,0,257.9901185,0,0.007086433
15381,31,Female,104671,SEO,Awareness,3701.908839,0.196624587,0.16513431,47,6.242118955,3.492911798,60,6,4,6,1862,0,0,78.76401785,0,0.003513496
8140,54,Female,40739,SEO,Awareness,9275.353328,0.195360043,0.037062546,17,9.385712714,4.381011226,84,1,1,7,2856,1,100,545.6090193,5.882352941,0.00218015
8141,64,Female,104054,SEO,Consideration,9722.678053,0.071160123,0.155137666,47,3.676727817,6.264191036,82,5,3,1,2962,1,100,206.8654905,2.127659574,0.003300801
15380,46,Female,45005,SEO,Retention,4988.867902,0.135569039,0.123617119,40,2.176148906,5.974448393,23,1,8,7,1930,0,0,124.7216976,0,0.003090428
15370,26,Female,61411,SEO,Conversion,961.4160855,0.110256854,0.05584808,2,4.984421587,12.78567771,50,4,5,5,1862,1,100,480.7080428,50,0.02792404
15369,27,Male,81713,SEO,Retention,7054.694149,0.27473573,0.020463113,25,4.841738947,4.263385932,24,13,9,4,2680,0,0,282.187766,0,0.000818525
15366,30,Female,127071,SEO,Awareness,6937.05096,0.06501955,0.151916607,39,7.834334826,6.171370224,24,19,6,2,3299,1,100,177.8731015,2.564102564,0.003895298
15364,30,Male,75619,SEO,Awareness,4448.592109,0.191785113,0.179439458,20,2.387537029,14.56827962,68,4,7,5,2982,1,100,222.4296055,5,0.008971973
8147,31,Male,126887,SEO,Conversion,5141.043896,0.248287825,0.022557336,36,5.637034212,13.76604539,58,7,7,9,3096,1,100,142.8067749,2.777777778,0.000626593
8148,56,Male,71431,SEO,Consideration,1171.382193,0.028582473,0.046594868,40,4.909186607,4.671429645,61,8,4,8,2876,1,100,29.28455483,2.5,0.001164872
15353,58,Male,27546,SEO,Awareness,8436.470873,0.243358591,0.013829555,26,5.661944934,6.597318725,40,13,9,9,548,0,0,324.479649,0,0.000531906
8150,26,Male,98411,SEO,Conversion,8212.689483,0.036150409,0.088966439,47,5.193701566,3.31529321,71,4,2,4,4,1,100,174.7380741,2.127659574,0.001892903
15346,46,Male,70559,SEO,Conversion,6838.083743,0.181813881,0.098209517,5,7.261392176,5.460128123,0,7,7,5,2462,0,0,1367.616749,0,0.019641903
8152,32,Female,37536,SEO,Retention,3591.183585,0.201242379,0.04192453,34,1.873998906,9.376403945,48,3,8,5,2692,1,100,105.6230466,2.941176471,0.001233074
15345,19,Female,48363,SEO,Awareness,716.630892,0.198679486,0.181011172,48,3.827283718,4.058493668,65,8,1,6,3344,1,100,14.92981025,2.083333333,0.003771066
15344,64,Male,43157,SEO,Awareness,8302.737059,0.167274548,0.108784853,23,4.465538334,6.202739708,95,3,4,4,2058,1,100,360.9885678,4.347826087,0.004729776
15341,37,Female,37801,SEO,Conversion,167.283219,0.154991731,0.133112182,16,2.803871071,9.841836599,88,7,7,3,1635,0,0,10.45520119,0,0.008319511
15337,52,Male,46657,SEO,Retention,1327.004851,0.20963943,0.141380069,8,2.292511253,5.929991838,3,1,8,6,2207,1,100,165.8756064,12.5,0.017672509
8157,49,Male,41673,SEO,Retention,2719.534596,0.168533808,0.175730803,41,8.161955439,5.343542947,96,12,7,9,4216,1,100,66.3301121,2.43902439,0.004286117
8158,56,Male,30367,SEO,Consideration,8948.689551,0.276436611,0.091801385,9,8.207214045,3.108211752,47,10,0,8,2497,1,100,994.298839,11.11111111,0.010200154
15334,34,Female,97482,SEO,Awareness,8023.828296,0.097196822,0.178030501,40,8.707222032,4.498434784,21,9,9,8,428,0,0,200.5957074,0,0.004450763
15329,26,Female,59761,SEO,Retention,3635.272479,0.049338362,0.12840854,2,4.312975677,6.178845866,25,10,5,4,932,1,100,1817.63624,50,0.06420427
15320,69,Female,76195,SEO,Conversion,4368.223415,0.129707523,0.164226526,3,9.552382816,10.44357643,73,5,0,8,3206,0,0,1456.074472,0,0.054742175
15319,47,Male,60888,SEO,Retention,3812.240978,0.158551276,0.114575613,40,9.667531661,1.800357874,60,11,2,0,2151,0,0,95.30602445,0,0.00286439
15314,60,Female,103521,SEO,Retention,110.1686722,0.205784242,0.115751509,23,3.567529373,11.63697898,20,14,0,6,502,1,100,4.78994227,4.347826087,0.005032674
15311,49,Male,145223,SEO,Retention,1539.535072,0.13094716,0.133519663,21,2.154818315,3.185221352,44,8,5,1,2537,1,100,73.3111939,4.761904762,0.006358079
8165,40,Female,39322,SEO,Awareness,1430.620656,0.173826149,0.058580172,33,6.19567002,10.85620697,19,8,5,0,1775,1,100,43.35214109,3.03030303,0.001775157
15300,51,Female,72299,SEO,Retention,5833.143469,0.050262265,0.051973366,23,9.127067792,7.525496175,20,16,0,6,2403,0,0,253.6149334,0,0.002259712
